"treatment","Trait","groups","combi","trait","Year","part","BBCH","group"
"Patras",1.65624999171875,"ab","var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Esket",1.63406249182969,"ab","var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Apertus",1.61437499192812,"b","var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Split_Torrild",2.26962498865187,"a","appl:var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Combined_Capone",2.01354544447773,"ab","appl:var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Combined_Torrild",1.84812499075938,"abc","appl:var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Split_Capone",1.83387499083063,"abc","appl:var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Combined_Alves",1.83024999084875,"abc","appl:var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Split_Apertus",1.82637499086813,"abc","appl:var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Combined_Pionier",1.80599999097,"abc","appl:var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Split_Patras",1.77599999112,"abc","appl:var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Split_Potenzial",1.7714999911425,"abc","appl:var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Split_Esket",1.76562499117188,"abc","appl:var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Split_Alves",1.67812499160938,"abc","appl:var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Split_Pionier",1.67474999162625,"bc","appl:var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Combined_Potenzial",1.59362499203188,"bc","appl:var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Combined_Patras",1.5364999923175,"bc","appl:var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Combined_Esket",1.5024999924875,"bc","appl:var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Combined_Apertus",1.40237499298813,"c","appl:var","rachis_DM87","DFG2021","rachis","87","2021-07-27"
"Torrild",0.22166813744513,"a","var","rachis_ratio_DM87","DFG2021","rachis_ratio","87","2021-07-27"
"Alves",0.201489019762039,"ab","var","rachis_ratio_DM87","DFG2021","rachis_ratio","87","2021-07-27"
"Esket",0.199383023300434,"ab","var","rachis_ratio_DM87","DFG2021","rachis_ratio","87","2021-07-27"
"Pionier",0.198244442070869,"bc","var","rachis_ratio_DM87","DFG2021","rachis_ratio","87","2021-07-27"
"Potenzial",0.196450387854296,"bc","var","rachis_ratio_DM87","DFG2021","rachis_ratio","87","2021-07-27"
"Apertus",0.193245170714005,"bc","var","rachis_ratio_DM87","DFG2021","rachis_ratio","87","2021-07-27"
"Capone",0.182403665433929,"bc","var","rachis_ratio_DM87","DFG2021","rachis_ratio","87","2021-07-27"
"Patras",0.175586207497607,"c","var","rachis_ratio_DM87","DFG2021","rachis_ratio","87","2021-07-27"
"Late",0.0130861243364833,"a","timeid","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"Early",0.00775119613349282,"b","timeid","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"Split_Late",0.0146650716970096,"a","appl:timeid","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"Combined_Late",0.0115071769759569,"b","appl:timeid","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"Combined_Early",0.00921052626973684,"c","appl:timeid","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"Split_Early",0.00629186599724881,"d","appl:timeid","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Split_Late_Pionier",0.0310047845339713,"a","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Combined_Late_Pionier",0.0275598084746411,"ab","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Split_Late_Apertus",0.0225837319444976,"ab","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Split_Late_Alves",0.0202870812382775,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Combined_Early_Esket",0.0199043061205742,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Combined_Late_Potenzial",0.0199043061205742,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Split_Late_Alves",0.0195215310028708,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Split_Early_Pionier",0.0195215310028708,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Split_Late_Pionier",0.0183732056497608,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Split_Late_Torrild",0.0179904305320574,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Split_Early_Alves",0.0179904305320574,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Combined_Late_Pionier",0.017607655414354,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Combined_Late_Alves",0.0172248802966507,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Split_Late_Potenzial",0.0172248802966507,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Combined_Early_Capone",0.0168421051789474,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Combined_Early_Pionier",0.0160765549435407,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Combined_Late_Apertus",0.0160765549435406,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Split_Late_Potenzial",0.015311004708134,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Combined_Early_Apertus",0.0149282295904306,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Combined_Late_Esket",0.0145454544727273,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Split_Late_Esket",0.0133971291196173,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Combined_Late_Esket",0.0133971291196172,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Split_Late_Patras",0.0130143540019139,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Combined_Early_Potenzial",0.0130143540019139,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Split_Early_Apertus",0.0122488037665072,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Split_Late_Apertus",0.0122488037665072,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Combined_Early_Pionier",0.0122488037665072,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Combined_Late_Capone",0.0114832535311005,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Combined_Late_Torrild",0.0111004784133971,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Split_Early_Esket",0.0103349281779904,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Split_Late_Capone",0.00918660282488039,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Split_Late_Torrild",0.00880382770717703,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Split_Early_Torrild",0.00842105258947368,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Combined_Late_Patras",0.00803827747177034,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Combined_Early_Torrild",0.00803827747177032,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Split_Early_Capone",0.007655502354067,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Combined_Early_Potenzial",0.00727272723636364,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Combined_Early_Torrild",0.00688995211866028,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Split_Early_Pionier",0.00650717700095695,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Combined_Late_Alves",0.00650717700095694,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Split_Late_Patras",0.00650717700095694,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Split_Early_Esket",0.00650717700095694,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Combined_Early_Patras",0.00650717700095694,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Split_Early_Patras",0.0061244018832536,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Combined_Early_Alves",0.00612440188325359,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Combined_Late_Torrild",0.00612440188325358,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Combined_Early_Capone",0.00612440188325358,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Combined_Early_Patras",0.00574162676555024,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Split_Late_Capone",0.00574162676555024,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Combined_Late_Apertus",0.0053588516478469,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Split_Early_Alves",0.00497607653014355,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Combined_Late_Potenzial",0.00497607653014354,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Combined_Early_Apertus",0.00497607653014353,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Split_Early_Capone",0.00382775117703349,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Split_Early_Potenzial",0.00382775117703347,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Split_Late_Esket",0.00344497605933014,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Combined_Early_Esket",0.00306220094162679,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Combined_Late_Capone",0.00267942582392345,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Combined_Late_Patras",0.0015311004708134,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Split_Early_Apertus",0.0015311004708134,"abc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Split_Early_Torrild",0.0007655502354067,"bc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Combined_Early_Alves",-0.000382775117703347,"bc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"220_Split_Early_Potenzial",-0.000765550235406696,"bc","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"176_Split_Early_Patras",-0.00880382770717705,"c","nitrogen:appl:timeid:var","spikeNrGR_tt_51_61","DFG2021","biomasscut","51_61",NA
"Potenzial",4.7124999764375,"a","var","spike_number_51","DFG2021",NA,"51","2021-06-08"
"Torrild",4.54374997728125,"a","var","spike_number_51","DFG2021",NA,"51","2021-06-08"
"Alves",4.08124997959375,"ab","var","spike_number_51","DFG2021",NA,"51","2021-06-08"
"Patras",3.9874999800625,"ab","var","spike_number_51","DFG2021",NA,"51","2021-06-08"
"Esket",3.624999981875,"b","var","spike_number_51","DFG2021",NA,"51","2021-06-08"
"Pionier",3.58124998209375,"b","var","spike_number_51","DFG2021",NA,"51","2021-06-08"
"Apertus",3.4374999828125,"b","var","spike_number_51","DFG2021",NA,"51","2021-06-08"
"Capone",3.39374998303125,"b","var","spike_number_51","DFG2021",NA,"51","2021-06-08"
"220",5.63593747182031,"a","nitrogen","spike_number_61","DFG2021",NA,"61","2021-06-15"
"176",4.92656247536719,"b","nitrogen","spike_number_61","DFG2021",NA,"61","2021-06-15"
"Potenzial",6.03124996984375,"a","var","spike_number_61","DFG2021",NA,"61","2021-06-15"
"Pionier",6.0124999699375,"a","var","spike_number_61","DFG2021",NA,"61","2021-06-15"
"Torrild",5.65624997171875,"ab","var","spike_number_61","DFG2021",NA,"61","2021-06-15"
"Alves",5.5874999720625,"ab","var","spike_number_61","DFG2021",NA,"61","2021-06-15"
"Esket",5.00624997496875,"ab","var","spike_number_61","DFG2021",NA,"61","2021-06-15"
"Apertus",4.90624997546875,"ab","var","spike_number_61","DFG2021",NA,"61","2021-06-15"
"Patras",4.61874997690625,"b","var","spike_number_61","DFG2021",NA,"61","2021-06-15"
"Capone",4.43124997784375,"b","var","spike_number_61","DFG2021",NA,"61","2021-06-15"
"Potenzial",5.9624999701875,"a","var","spike_number_87","DFG2021",NA,"87","2021-07-27"
"Pionier",5.79374997103125,"ab","var","spike_number_87","DFG2021",NA,"87","2021-07-27"
"Torrild",5.44999997275,"abc","var","spike_number_87","DFG2021",NA,"87","2021-07-27"
"Alves",5.1374999743125,"bcd","var","spike_number_87","DFG2021",NA,"87","2021-07-27"
"Patras",4.91874997540625,"cd","var","spike_number_87","DFG2021",NA,"87","2021-07-27"
"Apertus",4.799999976,"cd","var","spike_number_87","DFG2021",NA,"87","2021-07-27"
"Capone",4.7624999761875,"cd","var","spike_number_87","DFG2021",NA,"87","2021-07-27"
"Esket",4.64374997678125,"d","var","spike_number_87","DFG2021",NA,"87","2021-07-27"
"176",247.879790582253,"a","nitrogen","straw_CHO61","DFG2021","straw","61","2021-06-15"
"220",190.388131591349,"b","nitrogen","straw_CHO61","DFG2021","straw","61","2021-06-15"
"Split",221.130633065421,"a","appl","straw_CHO61","DFG2021","straw","61","2021-06-15"
"Combined",217.137289108181,"b","appl","straw_CHO61","DFG2021","straw","61","2021-06-15"
"Early",235.706316002863,"a","timeid","straw_CHO61","DFG2021","straw","61","2021-06-15"
"Late",202.561606170739,"b","timeid","straw_CHO61","DFG2021","straw","61","2021-06-15"
"Patras",270.547268749118,"a","var","straw_CHO61","DFG2021","straw","61","2021-06-15"
"Esket",241.369689425237,"ab","var","straw_CHO61","DFG2021","straw","61","2021-06-15"
"Torrild",232.149705325852,"abc","var","straw_CHO61","DFG2021","straw","61","2021-06-15"
"Alves",209.817221070768,"bc","var","straw_CHO61","DFG2021","straw","61","2021-06-15"
"Capone",207.532403805894,"bc","var","straw_CHO61","DFG2021","straw","61","2021-06-15"
"Potenzial",205.566552286912,"bc","var","straw_CHO61","DFG2021","straw","61","2021-06-15"
"Pionier",203.924030094218,"bc","var","straw_CHO61","DFG2021","straw","61","2021-06-15"
"Apertus",182.164817936409,"c","var","straw_CHO61","DFG2021","straw","61","2021-06-15"
"176_Split_Early",272.680897772245,"a","nitrogen:appl:timeid","straw_CHO61","DFG2021","straw","61","2021-06-15"
"176_Combined_Late",254.72476562957,"ab","nitrogen:appl:timeid","straw_CHO61","DFG2021","straw","61","2021-06-15"
"176_Combined_Early",232.703766343948,"ab","nitrogen:appl:timeid","straw_CHO61","DFG2021","straw","61","2021-06-15"
"176_Split_Late",231.409732583248,"ab","nitrogen:appl:timeid","straw_CHO61","DFG2021","straw","61","2021-06-15"
"220_Combined_Early",223.864248982036,"ab","nitrogen:appl:timeid","straw_CHO61","DFG2021","straw","61","2021-06-15"
"220_Split_Early",213.576350913224,"bc","nitrogen:appl:timeid","straw_CHO61","DFG2021","straw","61","2021-06-15"
"220_Split_Late",166.855550992967,"cd","nitrogen:appl:timeid","straw_CHO61","DFG2021","straw","61","2021-06-15"
"220_Combined_Late",157.25637547717,"d","nitrogen:appl:timeid","straw_CHO61","DFG2021","straw","61","2021-06-15"
"220",22.9069060796239,"a","nitrogen","straw_CHO87","DFG2021","straw","87","2021-07-27"
"176",11.4767482159626,"b","nitrogen","straw_CHO87","DFG2021","straw","87","2021-07-27"
"Pionier",34.3835719891055,"a","var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"Capone",18.9793700811828,"b","var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"Apertus",16.8797754741519,"b","var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"Esket",16.4659300036462,"b","var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"Torrild",14.7122378924822,"b","var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"Potenzial",14.3894143066108,"b","var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"Patras",11.1926819937,"b","var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"Alves",10.5316354414666,"b","var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"220_Pionier",50.9854638940797,"a","nitrogen:var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"220_Capone",26.6286669011351,"ab","nitrogen:var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"220_Potenzial",24.0388590599454,"ab","nitrogen:var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"220_Torrild",21.3744096718493,"b","nitrogen:var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"220_Esket",19.7172715377507,"b","nitrogen:var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"176_Pionier",17.7816800841312,"b","nitrogen:var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"220_Apertus",16.9357423922228,"b","nitrogen:var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"176_Apertus",16.823808556081,"b","nitrogen:var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"220_Alves",15.3278088374158,"b","nitrogen:var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"176_Patras",14.1383376448073,"b","nitrogen:var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"176_Esket",13.2145884695416,"b","nitrogen:var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"176_Capone",11.3300732612306,"b","nitrogen:var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"220_Patras",8.2470263425926,"b","nitrogen:var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"176_Torrild",8.05006611311519,"b","nitrogen:var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"176_Alves",5.73546204551749,"b","nitrogen:var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"176_Potenzial",4.73996955327617,"b","nitrogen:var","straw_CHO87","DFG2021","straw","87","2021-07-27"
"Early",0.212234373938828,"a","timeid","straw_DM23","DFG2021","straw","23","2021-03-16"
"Late",0.128859374355703,"b","timeid","straw_DM23","DFG2021","straw","23","2021-03-16"
"220",7.56165621219172,"a","nitrogen","straw_DM51","DFG2021","straw","51","2021-06-08"
"176",6.79378121603109,"b","nitrogen","straw_DM51","DFG2021","straw","51","2021-06-08"
